0,-8.7,-8.69808,-8.70575,-8.69727
1,-8.713,-8.72015,-8.7157,-8.71475
2,-8.75122,-8.75838,-8.74274,-8.75539
3,-8.80043,-8.81138,-8.79845,-8.79866
4,-8.87063,-8.8629,-8.86959,-8.86225
5,-8.93672,-8.94834,-8.93992,-8.93638
6,-9.01886,-9.01812,-9.01838,-9.01663
7,-9.10371,-9.10299,-9.0985,-9.09884
8,-9.06695,-9.05795,-9.05795,-9.18295
9,-8.95788,-8.95328,-8.95328,-9.15215
10,-8.8477,-8.83698,-8.83698,-9.05795
11,-8.713,-8.70776,-8.70776,-8.95328
12,-8.57693,-8.56419,-8.56418,-8.83698
13,-8.41057,-8.40466,-8.40466,-8.70776
14,-8.24253,-8.2274,-8.2274,-8.56419
15,-8.03708,-8.03045,-8.03045,-8.36076
16,-7.82955,-7.81162,-7.81162,-8.08236
17,-7.57583,-7.56847,-7.56847,-7.79416
18,-7.31953,-7.35218,-7.2983,-7.47002
19,-7.20958,-7.22249,-7.21307,-7.23127
20,-8.68666,-8.68705,-8.68795,-8.69023
21,-8.68886,-8.69481,-8.68979,-8.70665
22,-8.72693,-8.73291,-8.72726,-8.72029
23,-8.7672,-8.77342,-8.77246,-8.76926
24,-8.8235,-8.8351,-8.81824,-8.82428
25,-8.89414,-8.88863,-8.88604,-8.88205
26,-8.9449,-8.95635,-8.94722,-8.95047
27,-9.00997,-9.01152,-9.00921,-9.01654
28,-8.9615,-8.95328,-8.95328,-9.07785
29,-8.85443,-8.83698,-8.83698,-9.05795
30,-8.72928,-8.70776,-8.70776,-8.95328
31,-8.5879,-8.56418,-8.56418,-8.83698
32,-8.4127,-8.40466,-8.40465,-8.70776
33,-8.24075,-8.2274,-8.2274,-8.56418
34,-8.03709,-8.03045,-8.03045,-8.40466
35,-7.82807,-7.81162,-7.81162,-8.14433
36,-7.60379,-7.56847,-7.56847,-7.90147
37,-7.34091,-7.2983,-7.2983,-7.60285
38,-7.01933,-7.1229,-6.99812,-7.34984
39,-7.0581,-7.06979,-7.05383,-7.08448
40,-8.64783,-8.65984,-8.64356,-8.64499
41,-8.65921,-8.66635,-8.65986,-8.6564
42,-8.69393,-8.69776,-8.68298,-8.68939
43,-8.72418,-8.7268,-8.72925,-8.72803
44,-8.7592,-8.7638,-8.75519,-8.77559
45,-8.80796,-8.82236,-8.81106,-8.81715
46,-8.86682,-8.86311,-8.8612,-8.86306
47,-8.92765,-8.9101,-8.90871,-8.91038
48,-8.84767,-8.83698,-8.83698,-8.95909
49,-8.71915,-8.70776,-8.70776,-8.91001
50,-8.59096,-8.56418,-8.56418,-8.83194
51,-8.41394,-8.40465,-8.40465,-8.70776
52,-8.23137,-8.2274,-8.2274,-8.56418
53,-8.03855,-8.03045,-8.03045,-8.40465
54,-7.84585,-7.81162,-7.81161,-8.2274
55,-7.59912,-7.56847,-7.56847,-8.00327
56,-7.32444,-7.2983,-7.2983,-7.64093
57,-7.02222,-6.99812,-6.99811,-7.37795
58,-6.72279,-7.06622,-6.66458,-6.92926
59,-6.89455,-6.89268,-6.88633,-6.88352
60,-8.60376,-8.59689,-8.60016,-8.59871
61,-8.60317,-8.61172,-8.60758,-8.61315
62,-8.63653,-8.61776,-8.62491,-8.62443
63,-8.66616,-8.64853,-8.6549,-8.65436
64,-8.69138,-8.68727,-8.68671,-8.68334
65,-8.74564,-8.72762,-8.72644,-8.72657
66,-8.76717,-8.77591,-8.7633,-8.77112
67,-8.81361,-8.79815,-8.7982,-8.8056
68,-8.71327,-8.70776,-8.70776,-8.86861
69,-8.57437,-8.56418,-8.56418,-8.78157
70,-8.41211,-8.40465,-8.40465,-8.65376
71,-8.24212,-8.2274,-8.2274,-8.56418
72,-8.04,-8.03045,-8.03045,-8.40465
73,-7.82633,-7.81161,-7.81161,-8.2274
74,-7.5804,-7.56847,-7.56846,-8.03045
75,-7.34241,-7.2983,-7.2983,-7.80665
76,-7.04964,-6.99811,-6.99811,-7.22482
77,-6.68812,-6.66457,-6.66457,-7.24578
78,-6.40784,-6.85915,-6.29397,-6.96882
79,-6.67352,-6.63855,-6.62095,-6.62202
80,-8.54825,-8.54761,-8.53227,-8.53786
81,-8.55407,-8.5428,-8.5489,-8.55127
