0,-7.57583,-7.56603,-7.55495,-7.56811
1,-7.4509,-7.44248,-7.44845,-7.45479
2,-7.26511,-7.26101,-7.25827,-7.29874
3,-7.03613,-7.03105,-7.04605,-7.11604
4,-6.78799,-6.79045,-6.81258,-6.80478
5,-6.51907,-6.52268,-6.51437,-6.55381
6,-6.26536,-6.24249,-6.23672,-6.24542
7,-5.95268,-5.93177,-5.92463,-5.95795
8,-5.61382,-5.59097,-5.59274,-5.6113
9,-5.2466,-5.22508,-5.22705,-5.27183
10,-4.84863,-4.85115,-4.85606,-4.85357
11,-4.47317,-4.45652,-4.47478,-4.48207
12,-4.07033,-4.02259,-4.04885,-4.10444
13,-3.57388,-3.64099,-3.58419,-3.66427
14,-3.31028,-3.3407,-3.3593,-3.31051
15,-3.10551,-3.09938,-3.06137,-3.10431
16,-2.89447,-2.92366,-2.94206,-2.85915
17,-2.7502,-2.75665,-2.81106,-2.7988
18,-2.67697,-2.65756,-2.71394,-2.70926
19,-2.603,-2.58778,-2.58582,-2.64811
20,-7.6507,-7.64824,-7.64156,-7.6531
21,-7.49771,-7.48562,-7.50924,-7.47903
22,-7.27394,-7.27707,-7.29015,-7.27505
23,-7.01962,-7.02912,-7.03849,-7.15841
24,-6.77976,-6.75874,-6.79779,-6.78273
25,-6.46304,-6.46505,-6.47127,-6.50464
26,-6.18975,-6.14798,-6.15296,-6.20475
27,-5.83052,-5.80366,-5.81122,-5.85491
28,-5.44816,-5.43325,-5.44097,-5.46567
29,-5.06484,-5.01512,-5.0029,-5.05518
30,-4.6836,-4.62859,-4.62746,-4.77661
31,-4.29225,-4.22402,-4.23801,-4.24013
32,-3.74453,-3.73939,-3.6659,-3.7745
33,-3.33112,-3.33917,-2.97626,-3.32701
34,-3.18979,-3.15117,-3.1257,-3.17787
35,-2.97557,-2.96495,-2.97318,-2.98998
36,-2.80332,-2.86697,-2.80172,-2.87034
37,-2.71132,-2.73832,-2.6929,-2.7149
38,-2.64639,-2.60688,-2.66397,-2.62695
39,-2.54484,-2.52828,-2.54188,-2.57341
40,-7.80909,-7.80563,-7.8061,-7.81077
41,-7.56907,-7.56846,-7.56846,-8.02111
42,-7.30321,-7.29829,-7.29829,-7.81161
43,-6.99858,-6.99811,-6.9981,-7.56846
44,-6.67007,-6.66457,-6.66457,-7.29828
45,-6.3037,-6.29397,-6.29397,-6.99811
46,-5.92615,-5.91014,-5.88219,-6.23517
47,-5.56593,-5.53871,-5.54008,-5.57695
48,-5.14405,-5.05337,-5.10908,-5.14572
49,-4.67662,-4.66237,-4.41272,-4.84062
50,-4.324,-4.3003,-4.30397,-4.36816
51,-3.87947,-3.74323,-3.84551,-3.91051
52,-3.34632,-2.72751,-3.34313,-3.34828
53,-2.97417,-3.115,-1.6402,-3.05674
54,-2.89739,-2.95252,-2.89688,-2.90569
55,-2.80484,-2.81717,-2.77683,-2.79447
56,-2.72057,-2.68192,-2.76653,-2.68311
57,-2.54024,-2.53684,-2.55837,-2.72727
58,-2.52725,-2.52619,-2.57863,-2.53075
59,-2.47121,-2.43431,-2.41653,-2.56209
60,-7.59879,-7.56777,-7.56773,-7.6294
61,-7.30965,-7.29829,-7.29829,-7.8096
62,-7.01346,-6.9981,-6.9981,-7.56846
63,-6.66769,-6.66457,-6.66456,-7.29829
64,-6.32542,-6.29397,-6.29397,-6.9981
65,-5.93849,-5.88219,-5.88219,-6.66457
66,-5.43954,-5.55416,-5.42465,-6.18255
67,-5.16655,-5.04479,-5.12131,-5.37228
68,-4.72602,-4.41024,-4.69331,-4.90419
69,-4.25216,-4.29419,-3.73293,-4.61035
70,-3.94622,-3.88406,-3.84203,-3.89807
71,-3.43675,-3.37974,-3.27572,-3.47345
72,-2.92275,-2.6049,-2.93128,-3.01352
73,-2.50984,-2.62407,-0.540471,-2.75285
74,-2.56924,-2.55503,-2.52016,-2.33101
75,-2.5407,-2.53354,-2.51454,-2.51723
76,-2.54892,-2.53621,-2.48433,-2.48215
77,-2.4413,-2.4421,-2.44404,-2.4426
78,-2.40653,-2.34468,-2.38286,-2.42335
79,-2.35874,-2.29954,-2.32181,-2.29711
80,-7.32008,-7.29815,-7.29816,-7.40706
81,-7.05154,-6.9981,-6.9981,-7.56809
82,-6.72533,-6.66456,-6.66456,-7.29829
83,-6.34225,-6.29397,-6.29396,-6.9981
84,-5.90547,-5.88219,-5.88219,-6.66456
85,-5.45265,-5.42465,-5.42465,-6.29397
86,-5.03966,-4.91628,-4.91628,-5.88219
87,-4.77071,-4.35142,-4.35164,-5.42301
88,-4.2731,-3.7238,-3.72578,-4.91592
89,-3.79194,-3.03943,-3.02644,-4.35045
90,-3.40636,-3.30568,-2.25389,-3.40526
91,-2.92272,-2.8521,-2.23984,-3.0548
92,-2.49041,-1.65253,-2.48201,-2.55908
93,-2.12336,-2.26529,0.592762,-2.46775
94,-2.15395,-2.1091,-2.12335,-1.58771
95,-2.237,-2.20153,-2.24414,-2.16831
96,-2.23277,-2.23988,-2.23046,-2.27595
97,-2.24979,-2.23471,-2.21226,-2.26541
98,-2.20887,-2.19937,-2.20088,-2.23353
99,-2.19791,-2.13222,-2.15914,-2.17139
100,-7.01709,-6.99806,-6.99806,-7.12305
101,-6.67719,-6.66456,-6.66456,-7.29804
102,-6.34677,-6.29396,-6.29396,-6.9981
103,-5.94616,-5.88219,-5.88218,-6.66456
104,-5.50417,-5.42465,-5.42465,-6.29395
105,-5.03639,-4.91628,-4.91628,-5.88219
106,-4.57223,-4.35142,-4.35142,-5.42465
107,-4.29318,-3.72553,-3.7238,-4.9103
108,-3.90194,-3.02644,-3.4039,-4.09772
109,-3.36022,-2.25318,-2.2516,-3.72374
110,-2.84208,-2.24306,-1.39067,-2.89736
111,-2.43601,-2.3997,-0.717319,-2.39702
112,-2.07967,-1.99079,-1.32537,-2.08242
113,-1.67092,-1.8578,1.79861,-1.86409
114,-1.70237,-1.70463,-1.20594,-1.72567
115,-1.89452,-1.88687,-1.84135,-1.85369
116,-1.99237,-1.98032,-1.9039,-1.97398
